compartment,outflow_to,offense,age,compartment_duration,rate_by_age,rate_by_offense,total_population
release,prison,Theft/forgery/fraud,83,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,83,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,83,3,,,0.785
release,prison,Violent personal,83,1,0.08,0.11,0.095
release,prison,Violent personal,83,2,0.04,0.08,0.06
release,prison,Violent personal,83,3,0.04,0.07,0.055
release,release_permanently,Violent personal,83,3,,,0.79
release,prison,Weapons,83,1,0.08,0.08,0.08
release,prison,Weapons,83,2,0.04,0.11,0.075
release,prison,Weapons,83,3,0.04,0.09,0.065
release,release_permanently,Weapons,83,3,,,0.78
release,prison,Burglary,84,1,0.08,0.1,0.09
release,prison,Burglary,84,2,0.04,0.11,0.075
release,prison,Burglary,84,3,0.04,0.08,0.06
release,release_permanently,Burglary,84,3,,,0.775
release,prison,Drug offenses,84,1,0.08,0.05,0.065
release,prison,Drug offenses,84,2,0.04,0.07,0.055
release,prison,Drug offenses,84,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,84,3,,,0.825
release,prison,murder/manslaughter,84,1,0.08,0.07,0.075
release,prison,murder/manslaughter,84,2,0.04,0.06,0.05
release,prison,murder/manslaughter,84,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,84,3,,,0.83
release,prison,Other,84,1,0.08,0.08,0.08
release,prison,Other,84,2,0.04,0.11,0.075
release,prison,Other,84,3,0.04,0.09,0.065
release,release_permanently,Other,84,3,,,0.78
release,prison,Robbery,84,1,0.08,0.1,0.09
release,prison,Robbery,84,2,0.04,0.1,0.07
release,prison,Robbery,84,3,0.04,0.08,0.06
release,release_permanently,Robbery,84,3,,,0.78
release,prison,Sexual offenses,84,1,0.08,0.13,0.105
release,prison,Sexual offenses,84,2,0.04,0.09,0.065
release,prison,Sexual offenses,84,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,84,3,,,0.78
release,prison,Theft/forgery/fraud,84,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,84,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,84,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,84,3,,,0.785
release,prison,Violent personal,84,1,0.08,0.11,0.095
release,prison,Violent personal,84,2,0.04,0.08,0.06
release,prison,Violent personal,84,3,0.04,0.07,0.055
release,release_permanently,Violent personal,84,3,,,0.79
release,prison,Weapons,84,1,0.08,0.08,0.08
release,prison,Weapons,84,2,0.04,0.11,0.075
release,prison,Weapons,84,3,0.04,0.09,0.065
release,release_permanently,Weapons,84,3,,,0.78
release,prison,Burglary,85,1,0.08,0.1,0.09
release,prison,Burglary,85,2,0.04,0.11,0.075
release,prison,Burglary,85,3,0.04,0.08,0.06
release,release_permanently,Burglary,85,3,,,0.775
release,prison,Drug offenses,85,1,0.08,0.05,0.065
release,prison,Drug offenses,85,2,0.04,0.07,0.055
release,prison,Drug offenses,85,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,85,3,,,0.825
release,prison,murder/manslaughter,85,1,0.08,0.07,0.075
release,prison,murder/manslaughter,85,2,0.04,0.06,0.05
release,prison,murder/manslaughter,85,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,85,3,,,0.83
release,prison,Other,85,1,0.08,0.08,0.08
release,prison,Other,85,2,0.04,0.11,0.075
release,prison,Other,85,3,0.04,0.09,0.065
release,release_permanently,Other,85,3,,,0.78
release,prison,Robbery,85,1,0.08,0.1,0.09
release,prison,Robbery,85,2,0.04,0.1,0.07
release,prison,Robbery,85,3,0.04,0.08,0.06
release,release_permanently,Robbery,85,3,,,0.78
release,prison,Sexual offenses,85,1,0.08,0.13,0.105
release,prison,Sexual offenses,85,2,0.04,0.09,0.065
release,prison,Sexual offenses,85,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,85,3,,,0.78
release,prison,Theft/forgery/fraud,85,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,85,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,85,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,85,3,,,0.785
release,prison,Violent personal,85,1,0.08,0.11,0.095
release,prison,Violent personal,85,2,0.04,0.08,0.06
release,prison,Violent personal,85,3,0.04,0.07,0.055
release,release_permanently,Violent personal,85,3,,,0.79
release,prison,Weapons,85,1,0.08,0.08,0.08
release,prison,Weapons,85,2,0.04,0.11,0.075
release,prison,Weapons,85,3,0.04,0.09,0.065
release,release_permanently,Weapons,85,3,,,0.78
release,prison,Burglary,86,1,0.08,0.1,0.09
release,prison,Burglary,86,2,0.04,0.11,0.075
release,prison,Burglary,86,3,0.04,0.08,0.06
release,release_permanently,Burglary,86,3,,,0.775
release,prison,Drug offenses,86,1,0.08,0.05,0.065
release,prison,Drug offenses,86,2,0.04,0.07,0.055
release,prison,Drug offenses,86,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,86,3,,,0.825
release,prison,murder/manslaughter,86,1,0.08,0.07,0.075
release,prison,murder/manslaughter,86,2,0.04,0.06,0.05
release,prison,murder/manslaughter,86,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,86,3,,,0.83
release,prison,Other,86,1,0.08,0.08,0.08
release,prison,Other,86,2,0.04,0.11,0.075
release,prison,Other,86,3,0.04,0.09,0.065
release,release_permanently,Other,86,3,,,0.78
release,prison,Robbery,86,1,0.08,0.1,0.09
release,prison,Robbery,86,2,0.04,0.1,0.07
release,prison,Robbery,86,3,0.04,0.08,0.06
release,release_permanently,Robbery,86,3,,,0.78
release,prison,Sexual offenses,86,1,0.08,0.13,0.105
release,prison,Sexual offenses,86,2,0.04,0.09,0.065
release,prison,Sexual offenses,86,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,86,3,,,0.78
release,prison,Theft/forgery/fraud,86,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,86,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,86,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,86,3,,,0.785
release,prison,Violent personal,86,1,0.08,0.11,0.095
release,prison,Violent personal,86,2,0.04,0.08,0.06
release,prison,Violent personal,86,3,0.04,0.07,0.055
release,release_permanently,Violent personal,86,3,,,0.79
release,prison,Weapons,86,1,0.08,0.08,0.08
release,prison,Weapons,86,2,0.04,0.11,0.075
release,prison,Weapons,86,3,0.04,0.09,0.065
release,release_permanently,Weapons,86,3,,,0.78
release,prison,Burglary,87,1,0.08,0.1,0.09
release,prison,Burglary,87,2,0.04,0.11,0.075
release,prison,Burglary,87,3,0.04,0.08,0.06
release,release_permanently,Burglary,87,3,,,0.775
release,prison,Drug offenses,87,1,0.08,0.05,0.065
release,prison,Drug offenses,87,2,0.04,0.07,0.055
release,prison,Drug offenses,87,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,87,3,,,0.825
release,prison,murder/manslaughter,87,1,0.08,0.07,0.075
release,prison,murder/manslaughter,87,2,0.04,0.06,0.05
release,prison,murder/manslaughter,87,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,87,3,,,0.83
release,prison,Other,87,1,0.08,0.08,0.08
release,prison,Other,87,2,0.04,0.11,0.075
release,prison,Other,87,3,0.04,0.09,0.065
release,release_permanently,Other,87,3,,,0.78
release,prison,Robbery,87,1,0.08,0.1,0.09
release,prison,Robbery,87,2,0.04,0.1,0.07
release,prison,Robbery,87,3,0.04,0.08,0.06
release,release_permanently,Robbery,87,3,,,0.78
release,prison,Sexual offenses,87,1,0.08,0.13,0.105
release,prison,Sexual offenses,87,2,0.04,0.09,0.065
release,prison,Sexual offenses,87,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,87,3,,,0.78
release,prison,Theft/forgery/fraud,87,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,87,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,87,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,87,3,,,0.785
release,prison,Violent personal,87,1,0.08,0.11,0.095
release,prison,Violent personal,87,2,0.04,0.08,0.06
release,prison,Violent personal,87,3,0.04,0.07,0.055
release,release_permanently,Violent personal,87,3,,,0.79
release,prison,Weapons,87,1,0.08,0.08,0.08
release,prison,Weapons,87,2,0.04,0.11,0.075
release,prison,Weapons,87,3,0.04,0.09,0.065
release,release_permanently,Weapons,87,3,,,0.78
release,prison,Burglary,88,1,0.08,0.1,0.09
release,prison,Burglary,88,2,0.04,0.11,0.075
release,prison,Burglary,88,3,0.04,0.08,0.06
release,release_permanently,Burglary,88,3,,,0.775
release,prison,Drug offenses,88,1,0.08,0.05,0.065
release,prison,Drug offenses,88,2,0.04,0.07,0.055
release,prison,Drug offenses,88,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,88,3,,,0.825
release,prison,murder/manslaughter,88,1,0.08,0.07,0.075
release,prison,murder/manslaughter,88,2,0.04,0.06,0.05
release,prison,murder/manslaughter,88,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,88,3,,,0.83
release,prison,Other,88,1,0.08,0.08,0.08
release,prison,Other,88,2,0.04,0.11,0.075
release,prison,Other,88,3,0.04,0.09,0.065
release,release_permanently,Other,88,3,,,0.78
release,prison,Robbery,88,1,0.08,0.1,0.09
release,prison,Robbery,88,2,0.04,0.1,0.07
release,prison,Robbery,88,3,0.04,0.08,0.06
release,release_permanently,Robbery,88,3,,,0.78
release,prison,Sexual offenses,88,1,0.08,0.13,0.105
release,prison,Sexual offenses,88,2,0.04,0.09,0.065
release,prison,Sexual offenses,88,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,88,3,,,0.78
release,prison,Theft/forgery/fraud,88,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,88,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,88,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,88,3,,,0.785
release,prison,Violent personal,88,1,0.08,0.11,0.095
release,prison,Violent personal,88,2,0.04,0.08,0.06
release,prison,Violent personal,88,3,0.04,0.07,0.055
release,release_permanently,Violent personal,88,3,,,0.79
release,prison,Weapons,88,1,0.08,0.08,0.08
release,prison,Weapons,88,2,0.04,0.11,0.075
release,prison,Weapons,88,3,0.04,0.09,0.065
release,release_permanently,Weapons,88,3,,,0.78
release,prison,Burglary,89,1,0.08,0.1,0.09
release,prison,Burglary,89,2,0.04,0.11,0.075
release,prison,Burglary,89,3,0.04,0.08,0.06
release,release_permanently,Burglary,89,3,,,0.775
release,prison,Drug offenses,89,1,0.08,0.05,0.065
release,prison,Drug offenses,89,2,0.04,0.07,0.055
release,prison,Drug offenses,89,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,89,3,,,0.825
release,prison,murder/manslaughter,89,1,0.08,0.07,0.075
release,prison,murder/manslaughter,89,2,0.04,0.06,0.05
release,prison,murder/manslaughter,89,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,89,3,,,0.83
release,prison,Other,89,1,0.08,0.08,0.08
release,prison,Other,89,2,0.04,0.11,0.075
release,prison,Other,89,3,0.04,0.09,0.065
release,release_permanently,Other,89,3,,,0.78
release,prison,Robbery,89,1,0.08,0.1,0.09
release,prison,Robbery,89,2,0.04,0.1,0.07
release,prison,Robbery,89,3,0.04,0.08,0.06
release,release_permanently,Robbery,89,3,,,0.78
release,prison,Sexual offenses,89,1,0.08,0.13,0.105
release,prison,Sexual offenses,89,2,0.04,0.09,0.065
release,prison,Sexual offenses,89,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,89,3,,,0.78
release,prison,Theft/forgery/fraud,89,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,89,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,89,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,89,3,,,0.785
release,prison,Violent personal,89,1,0.08,0.11,0.095
release,prison,Violent personal,89,2,0.04,0.08,0.06
release,prison,Violent personal,89,3,0.04,0.07,0.055
release,release_permanently,Violent personal,89,3,,,0.79
release,prison,Weapons,89,1,0.08,0.08,0.08
release,prison,Weapons,89,2,0.04,0.11,0.075
release,prison,Weapons,89,3,0.04,0.09,0.065
release,release_permanently,Weapons,89,3,,,0.78
release,prison,Burglary,90,1,0.08,0.1,0.09
release,prison,Burglary,90,2,0.04,0.11,0.075
release,prison,Burglary,90,3,0.04,0.08,0.06
release,release_permanently,Burglary,90,3,,,0.775
release,prison,Drug offenses,90,1,0.08,0.05,0.065
release,prison,Drug offenses,90,2,0.04,0.07,0.055
release,prison,Drug offenses,90,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,90,3,,,0.825
release,prison,murder/manslaughter,90,1,0.08,0.07,0.075
release,prison,murder/manslaughter,90,2,0.04,0.06,0.05
release,prison,murder/manslaughter,90,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,90,3,,,0.83
release,prison,Other,90,1,0.08,0.08,0.08
release,prison,Other,90,2,0.04,0.11,0.075
release,prison,Other,90,3,0.04,0.09,0.065
release,release_permanently,Other,90,3,,,0.78
release,prison,Robbery,90,1,0.08,0.1,0.09
release,prison,Robbery,90,2,0.04,0.1,0.07
release,prison,Robbery,90,3,0.04,0.08,0.06
release,release_permanently,Robbery,90,3,,,0.78
release,prison,Sexual offenses,90,1,0.08,0.13,0.105
release,prison,Sexual offenses,90,2,0.04,0.09,0.065
release,prison,Sexual offenses,90,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,90,3,,,0.78
release,prison,Theft/forgery/fraud,90,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,90,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,90,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,90,3,,,0.785
release,prison,Violent personal,90,1,0.08,0.11,0.095
release,prison,Violent personal,90,2,0.04,0.08,0.06
release,prison,Violent personal,90,3,0.04,0.07,0.055
release,release_permanently,Violent personal,90,3,,,0.79
release,prison,Weapons,90,1,0.08,0.08,0.08
release,prison,Weapons,90,2,0.04,0.11,0.075
release,prison,Weapons,90,3,0.04,0.09,0.065
release,release_permanently,Weapons,90,3,,,0.78
release,prison,Burglary,91,1,0.08,0.1,0.09
release,prison,Burglary,91,2,0.04,0.11,0.075
release,prison,Burglary,91,3,0.04,0.08,0.06
release,release_permanently,Burglary,91,3,,,0.775
release,prison,Drug offenses,91,1,0.08,0.05,0.065
release,prison,Drug offenses,91,2,0.04,0.07,0.055
release,prison,Drug offenses,91,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,91,3,,,0.825
release,prison,murder/manslaughter,91,1,0.08,0.07,0.075
release,prison,murder/manslaughter,91,2,0.04,0.06,0.05
release,prison,murder/manslaughter,91,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,91,3,,,0.83
release,prison,Other,91,1,0.08,0.08,0.08
release,prison,Other,91,2,0.04,0.11,0.075
release,prison,Other,91,3,0.04,0.09,0.065
release,release_permanently,Other,91,3,,,0.78
release,prison,Robbery,91,1,0.08,0.1,0.09
release,prison,Robbery,91,2,0.04,0.1,0.07
release,prison,Robbery,91,3,0.04,0.08,0.06
release,release_permanently,Robbery,91,3,,,0.78
release,prison,Sexual offenses,91,1,0.08,0.13,0.105
release,prison,Sexual offenses,91,2,0.04,0.09,0.065
release,prison,Sexual offenses,91,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,91,3,,,0.78
release,prison,Theft/forgery/fraud,91,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,91,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,91,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,91,3,,,0.785
release,prison,Violent personal,91,1,0.08,0.11,0.095
release,prison,Violent personal,91,2,0.04,0.08,0.06
release,prison,Violent personal,91,3,0.04,0.07,0.055
release,release_permanently,Violent personal,91,3,,,0.79
release,prison,Weapons,91,1,0.08,0.08,0.08
release,prison,Weapons,91,2,0.04,0.11,0.075
release,prison,Weapons,91,3,0.04,0.09,0.065
release,release_permanently,Weapons,91,3,,,0.78
release,prison,Burglary,92,1,0.08,0.1,0.09
release,prison,Burglary,92,2,0.04,0.11,0.075
release,prison,Burglary,92,3,0.04,0.08,0.06
release,release_permanently,Burglary,92,3,,,0.775
release,prison,Drug offenses,92,1,0.08,0.05,0.065
release,prison,Drug offenses,92,2,0.04,0.07,0.055
release,prison,Drug offenses,92,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,92,3,,,0.825
release,prison,murder/manslaughter,92,1,0.08,0.07,0.075
release,prison,murder/manslaughter,92,2,0.04,0.06,0.05
release,prison,murder/manslaughter,92,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,92,3,,,0.83
release,prison,Other,92,1,0.08,0.08,0.08
release,prison,Other,92,2,0.04,0.11,0.075
release,prison,Other,92,3,0.04,0.09,0.065
release,release_permanently,Other,92,3,,,0.78
release,prison,Robbery,92,1,0.08,0.1,0.09
release,prison,Robbery,92,2,0.04,0.1,0.07
release,prison,Robbery,92,3,0.04,0.08,0.06
release,release_permanently,Robbery,92,3,,,0.78
release,prison,Sexual offenses,92,1,0.08,0.13,0.105
release,prison,Sexual offenses,92,2,0.04,0.09,0.065
release,prison,Sexual offenses,92,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,92,3,,,0.78
release,prison,Theft/forgery/fraud,92,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,92,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,92,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,92,3,,,0.785
release,prison,Violent personal,92,1,0.08,0.11,0.095
release,prison,Violent personal,92,2,0.04,0.08,0.06
release,prison,Violent personal,92,3,0.04,0.07,0.055
release,release_permanently,Violent personal,92,3,,,0.79
release,prison,Weapons,92,1,0.08,0.08,0.08
release,prison,Weapons,92,2,0.04,0.11,0.075
release,prison,Weapons,92,3,0.04,0.09,0.065
release,release_permanently,Weapons,92,3,,,0.78
release,prison,Burglary,93,1,0.08,0.1,0.09
release,prison,Burglary,93,2,0.04,0.11,0.075
release,prison,Burglary,93,3,0.04,0.08,0.06
release,release_permanently,Burglary,93,3,,,0.775
release,prison,Drug offenses,93,1,0.08,0.05,0.065
release,prison,Drug offenses,93,2,0.04,0.07,0.055
release,prison,Drug offenses,93,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,93,3,,,0.825
release,prison,murder/manslaughter,93,1,0.08,0.07,0.075
release,prison,murder/manslaughter,93,2,0.04,0.06,0.05
release,prison,murder/manslaughter,93,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,93,3,,,0.83
release,prison,Other,93,1,0.08,0.08,0.08
release,prison,Other,93,2,0.04,0.11,0.075
release,prison,Other,93,3,0.04,0.09,0.065
release,release_permanently,Other,93,3,,,0.78
release,prison,Robbery,93,1,0.08,0.1,0.09
release,prison,Robbery,93,2,0.04,0.1,0.07
release,prison,Robbery,93,3,0.04,0.08,0.06
release,release_permanently,Robbery,93,3,,,0.78
release,prison,Sexual offenses,93,1,0.08,0.13,0.105
release,prison,Sexual offenses,93,2,0.04,0.09,0.065
release,prison,Sexual offenses,93,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,93,3,,,0.78
release,prison,Theft/forgery/fraud,93,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,93,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,93,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,93,3,,,0.785
release,prison,Violent personal,93,1,0.08,0.11,0.095
release,prison,Violent personal,93,2,0.04,0.08,0.06
release,prison,Violent personal,93,3,0.04,0.07,0.055
release,release_permanently,Violent personal,93,3,,,0.79
release,prison,Weapons,93,1,0.08,0.08,0.08
release,prison,Weapons,93,2,0.04,0.11,0.075
release,prison,Weapons,93,3,0.04,0.09,0.065
release,release_permanently,Weapons,93,3,,,0.78
release,prison,Burglary,94,1,0.08,0.1,0.09
release,prison,Burglary,94,2,0.04,0.11,0.075
release,prison,Burglary,94,3,0.04,0.08,0.06
release,release_permanently,Burglary,94,3,,,0.775
release,prison,Drug offenses,94,1,0.08,0.05,0.065
release,prison,Drug offenses,94,2,0.04,0.07,0.055
release,prison,Drug offenses,94,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,94,3,,,0.825
release,prison,murder/manslaughter,94,1,0.08,0.07,0.075
release,prison,murder/manslaughter,94,2,0.04,0.06,0.05
release,prison,murder/manslaughter,94,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,94,3,,,0.83
release,prison,Other,94,1,0.08,0.08,0.08
release,prison,Other,94,2,0.04,0.11,0.075
release,prison,Other,94,3,0.04,0.09,0.065
release,release_permanently,Other,94,3,,,0.78
release,prison,Robbery,94,1,0.08,0.1,0.09
release,prison,Robbery,94,2,0.04,0.1,0.07
release,prison,Robbery,94,3,0.04,0.08,0.06
release,release_permanently,Robbery,94,3,,,0.78
release,prison,Sexual offenses,94,1,0.08,0.13,0.105
release,prison,Sexual offenses,94,2,0.04,0.09,0.065
release,prison,Sexual offenses,94,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,94,3,,,0.78
release,prison,Theft/forgery/fraud,94,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,94,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,94,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,94,3,,,0.785
release,prison,Violent personal,94,1,0.08,0.11,0.095
release,prison,Violent personal,94,2,0.04,0.08,0.06
release,prison,Violent personal,94,3,0.04,0.07,0.055
release,release_permanently,Violent personal,94,3,,,0.79
release,prison,Weapons,94,1,0.08,0.08,0.08
release,prison,Weapons,94,2,0.04,0.11,0.075
release,prison,Weapons,94,3,0.04,0.09,0.065
release,release_permanently,Weapons,94,3,,,0.78
