year,state_name,state_abbr,state_fips,sex,n,geoid
2007,Virginia,VA,51,Female,3028390,0400000US51
2008,Virginia,VA,51,Female,3063159,0400000US51
2009,Virginia,VA,51,Female,3103528,0400000US51
2010,Virginia,VA,51,Female,3178275,0400000US51
2011,Virginia,VA,51,Female,3214559,0400000US51
2012,Virginia,VA,51,Female,3252851,0400000US51
2013,Virginia,VA,51,Female,3284231,0400000US51
2014,Virginia,VA,51,Female,3311692,0400000US51
2015,Virginia,VA,51,Female,3334452,0400000US51
2016,Virginia,VA,51,Female,3357558,0400000US51
2017,Virginia,VA,51,Female,3383056,0400000US51
2018,Virginia,VA,51,Female,3405569,0400000US51
2019,Virginia,VA,51,Female,3425252,0400000US51
2020,Virginia,VA,51,Female,3435465,0400000US51
2021,Virginia,VA,51,Female,3452447,0400000US51
2022,Virginia,VA,51,Female,3469554,0400000US51
2023,Virginia,VA,51,Female,3492915,0400000US51
2000,Virginia,VA,51,Male,2595139,0400000US51
2001,Virginia,VA,51,Male,2631749,0400000US51
2002,Virginia,VA,51,Male,2666361,0400000US51
2003,Virginia,VA,51,Male,2701136,0400000US51
2004,Virginia,VA,51,Male,2738020,0400000US51
2005,Virginia,VA,51,Male,2779031,0400000US51
2006,Virginia,VA,51,Male,2821323,0400000US51
2007,Virginia,VA,51,Male,2854957,0400000US51
2008,Virginia,VA,51,Male,2893344,0400000US51
2009,Virginia,VA,51,Male,2931880,0400000US51
2010,Virginia,VA,51,Male,2990558,0400000US51
2011,Virginia,VA,51,Male,3029455,0400000US51
2012,Virginia,VA,51,Male,3070312,0400000US51
2013,Virginia,VA,51,Male,3104450,0400000US51
2014,Virginia,VA,51,Male,3134609,0400000US51
2015,Virginia,VA,51,Male,3160297,0400000US51
2016,Virginia,VA,51,Male,3183520,0400000US51
2017,Virginia,VA,51,Male,3209945,0400000US51
2018,Virginia,VA,51,Male,3229703,0400000US51
2019,Virginia,VA,51,Male,3249419,0400000US51
2020,Virginia,VA,51,Male,3293861,0400000US51
2021,Virginia,VA,51,Male,3309697,0400000US51
2022,Virginia,VA,51,Male,3321244,0400000US51
2023,Virginia,VA,51,Male,3341239,0400000US51
2000,Washington,WA,53,Female,2229872,0400000US53
2001,Washington,WA,53,Female,2263044,0400000US53
2002,Washington,WA,53,Female,2296828,0400000US53
2003,Washington,WA,53,Female,2328364,0400000US53
2004,Washington,WA,53,Female,2365684,0400000US53
2005,Washington,WA,53,Female,2401204,0400000US53
2006,Washington,WA,53,Female,2447095,0400000US53
2007,Washington,WA,53,Female,2487949,0400000US53
2008,Washington,WA,53,Female,2527830,0400000US53
2009,Washington,WA,53,Female,2568304,0400000US53
2010,Washington,WA,53,Female,2612334,0400000US53
2011,Washington,WA,53,Female,2649775,0400000US53
2012,Washington,WA,53,Female,2682490,0400000US53
2013,Washington,WA,53,Female,2711527,0400000US53
2014,Washington,WA,53,Female,2749646,0400000US53
2015,Washington,WA,53,Female,2796151,0400000US53
2016,Washington,WA,53,Female,2849778,0400000US53
2017,Washington,WA,53,Female,2903558,0400000US53
2018,Washington,WA,53,Female,2949194,0400000US53
2019,Washington,WA,53,Female,2990793,0400000US53
2020,Washington,WA,53,Female,3005560,0400000US53
2021,Washington,WA,53,Female,3020910,0400000US53
2022,Washington,WA,53,Female,3052689,0400000US53
2023,Washington,WA,53,Female,3075051,0400000US53
2000,Washington,WA,53,Male,2164820,0400000US53
2001,Washington,WA,53,Male,2205691,0400000US53
2002,Washington,WA,53,Male,2239566,0400000US53
2003,Washington,WA,53,Male,2266677,0400000US53
2004,Washington,WA,53,Male,2295936,0400000US53
2005,Washington,WA,53,Male,2335416,0400000US53
2006,Washington,WA,53,Male,2387927,0400000US53
2007,Washington,WA,53,Male,2427901,0400000US53
2008,Washington,WA,53,Male,2480220,0400000US53
2009,Washington,WA,53,Male,2526299,0400000US53
2010,Washington,WA,53,Male,2547698,0400000US53
2011,Washington,WA,53,Male,2590605,0400000US53
2012,Washington,WA,53,Male,2626087,0400000US53
2013,Washington,WA,53,Male,2659106,0400000US53
2014,Washington,WA,53,Male,2703230,0400000US53
2015,Washington,WA,53,Male,2753284,0400000US53
2016,Washington,WA,53,Male,2812140,0400000US53
2017,Washington,WA,53,Male,2868888,0400000US53
2018,Washington,WA,53,Male,2916551,0400000US53
2019,Washington,WA,53,Male,2961039,0400000US53
2020,Washington,WA,53,Male,3021749,0400000US53
2021,Washington,WA,53,Male,3038625,0400000US53
2022,Washington,WA,53,Male,3065790,0400000US53
2023,Washington,WA,53,Male,3089759,0400000US53
2000,West Virginia,WV,54,Female,733305,0400000US54
2001,West Virginia,WV,54,Female,730874,0400000US54
2002,West Virginia,WV,54,Female,731095,0400000US54
2003,West Virginia,WV,54,Female,732157,0400000US54
2004,West Virginia,WV,54,Female,732486,0400000US54
2005,West Virginia,WV,54,Female,732529,0400000US54
2006,West Virginia,WV,54,Female,733718,0400000US54
2007,West Virginia,WV,54,Female,735010,0400000US54
2008,West Virginia,WV,54,Female,736877,0400000US54
2009,West Virginia,WV,54,Female,739014,0400000US54
2010,West Virginia,WV,54,Female,751186,0400000US54
2011,West Virginia,WV,54,Female,752316,0400000US54
2012,West Virginia,WV,54,Female,752413,0400000US54
2013,West Virginia,WV,54,Female,751150,0400000US54
2014,West Virginia,WV,54,Female,749924,0400000US54
2015,West Virginia,WV,54,Female,746643,0400000US54
2016,West Virginia,WV,54,Female,742731,0400000US54
2017,West Virginia,WV,54,Female,737588,0400000US54
2018,West Virginia,WV,54,Female,733487,0400000US54
2019,West Virginia,WV,54,Female,729291,0400000US54
2020,West Virginia,WV,54,Female,720706,0400000US54
2021,West Virginia,WV,54,Female,719344,0400000US54
2022,West Virginia,WV,54,Female,715665,0400000US54
2023,West Virginia,WV,54,Female,714871,0400000US54
2000,West Virginia,WV,54,Male,672529,0400000US54
2001,West Virginia,WV,54,Male,673051,0400000US54
2002,West Virginia,WV,54,Male,675906,0400000US54
2003,West Virginia,WV,54,Male,679513,0400000US54
2004,West Virginia,WV,54,Male,681062,0400000US54
2005,West Virginia,WV,54,Male,683287,0400000US54
2006,West Virginia,WV,54,Male,685384,0400000US54
2007,West Virginia,WV,54,Male,687938,0400000US54
2008,West Virginia,WV,54,Male,690602,0400000US54
2009,West Virginia,WV,54,Male,694314,0400000US54
2010,West Virginia,WV,54,Male,715811,0400000US54
2011,West Virginia,WV,54,Male,718421,0400000US54
2012,West Virginia,WV,54,Male,720069,0400000US54
2013,West Virginia,WV,54,Male,720431,0400000US54
2014,West Virginia,WV,54,Male,718870,0400000US54
2015,West Virginia,WV,54,Male,717292,0400000US54
2016,West Virginia,WV,54,Male,714078,0400000US54
2017,West Virginia,WV,54,Male,710125,0400000US54
2018,West Virginia,WV,54,Male,706368,0400000US54
2019,West Virginia,WV,54,Male,703289,0400000US54
2020,West Virginia,WV,54,Male,708679,0400000US54
2021,West Virginia,WV,54,Male,707436,0400000US54
2022,West Virginia,WV,54,Male,703451,0400000US54
2023,West Virginia,WV,54,Male,702988,0400000US54
2000,Wisconsin,WI,55,Female,2051858,0400000US55
2001,Wisconsin,WI,55,Female,2069209,0400000US55
2002,Wisconsin,WI,55,Female,2088531,0400000US55
2003,Wisconsin,WI,55,Female,2106540,0400000US55
2004,Wisconsin,WI,55,Female,2124915,0400000US55
2005,Wisconsin,WI,55,Female,2141474,0400000US55
2006,Wisconsin,WI,55,Female,2157811,0400000US55
2007,Wisconsin,WI,55,Female,2173149,0400000US55
2008,Wisconsin,WI,55,Female,2189094,0400000US55
2009,Wisconsin,WI,55,Female,2205183,0400000US55
2010,Wisconsin,WI,55,Female,2213612,0400000US55
2011,Wisconsin,WI,55,Female,2225696,0400000US55
2012,Wisconsin,WI,55,Female,2236839,0400000US55
2013,Wisconsin,WI,55,Female,2248256,0400000US55
2014,Wisconsin,WI,55,Female,2258118,0400000US55
2015,Wisconsin,WI,55,Female,2264941,0400000US55
2016,Wisconsin,WI,55,Female,2272961,0400000US55
2017,Wisconsin,WI,55,Female,2283500,0400000US55
2018,Wisconsin,WI,55,Female,2295362,0400000US55
2019,Wisconsin,WI,55,Female,2306275,0400000US55
2020,Wisconsin,WI,55,Female,2314042,0400000US55
2021,Wisconsin,WI,55,Female,2314092,0400000US55
2022,Wisconsin,WI,55,Female,2326819,0400000US55
2023,Wisconsin,WI,55,Female,2342410,0400000US55
2000,Wisconsin,WI,55,Male,1952673,0400000US55
2001,Wisconsin,WI,55,Male,1974860,0400000US55
2002,Wisconsin,WI,55,Male,1999180,0400000US55
2003,Wisconsin,WI,55,Male,2021918,0400000US55
2004,Wisconsin,WI,55,Male,2045166,0400000US55
2005,Wisconsin,WI,55,Male,2066970,0400000US55
2006,Wisconsin,WI,55,Male,2085289,0400000US55
2007,Wisconsin,WI,55,Male,2104239,0400000US55
2008,Wisconsin,WI,55,Male,2122048,0400000US55
2009,Wisconsin,WI,55,Male,2139341,0400000US55
2010,Wisconsin,WI,55,Male,2139877,0400000US55
2011,Wisconsin,WI,55,Male,2153265,0400000US55
2012,Wisconsin,WI,55,Male,2166385,0400000US55
2013,Wisconsin,WI,55,Male,2179681,0400000US55
2014,Wisconsin,WI,55,Male,2191334,0400000US55
2015,Wisconsin,WI,55,Male,2200894,0400000US55
2016,Wisconsin,WI,55,Male,2211358,0400000US55
2017,Wisconsin,WI,55,Male,2223481,0400000US55
2018,Wisconsin,WI,55,Male,2237004,0400000US55
2019,Wisconsin,WI,55,Male,2249562,0400000US55
2020,Wisconsin,WI,55,Male,2292011,0400000US55
2021,Wisconsin,WI,55,Male,2290464,0400000US55
2022,Wisconsin,WI,55,Male,2303335,0400000US55
2023,Wisconsin,WI,55,Male,2319416,0400000US55
2000,Wyoming,WY,56,Female,182914,0400000US56
2001,Wyoming,WY,56,Female,183610,0400000US56
2002,Wyoming,WY,56,Female,185876,0400000US56
2003,Wyoming,WY,56,Female,187510,0400000US56
2004,Wyoming,WY,56,Female,189280,0400000US56
2005,Wyoming,WY,56,Female,190873,0400000US56
2006,Wyoming,WY,56,Female,193399,0400000US56
2007,Wyoming,WY,56,Female,196675,0400000US56
2008,Wyoming,WY,56,Female,199771,0400000US56
2009,Wyoming,WY,56,Female,203218,0400000US56
2010,Wyoming,WY,56,Female,211012,0400000US56
2011,Wyoming,WY,56,Female,212250,0400000US56
2012,Wyoming,WY,56,Female,215635,0400000US56
2013,Wyoming,WY,56,Female,217885,0400000US56
2014,Wyoming,WY,56,Female,217789,0400000US56
2015,Wyoming,WY,56,Female,218654,0400000US56
2016,Wyoming,WY,56,Female,218664,0400000US56
2017,Wyoming,WY,56,Female,217694,0400000US56
2018,Wyoming,WY,56,Female,218092,0400000US56
2019,Wyoming,WY,56,Female,219237,0400000US56
2020,Wyoming,WY,56,Female,216891,0400000US56
2021,Wyoming,WY,56,Female,218657,0400000US56
2022,Wyoming,WY,56,Female,220195,0400000US56
2023,Wyoming,WY,56,Female,222268,0400000US56
2000,Wyoming,WY,56,Male,182415,0400000US56
2001,Wyoming,WY,56,Male,183667,0400000US56
2002,Wyoming,WY,56,Male,186331,0400000US56
2003,Wyoming,WY,56,Male,188410,0400000US56
2004,Wyoming,WY,56,Male,190963,0400000US56
2005,Wyoming,WY,56,Male,193026,0400000US56
2006,Wyoming,WY,56,Male,196012,0400000US56
2007,Wyoming,WY,56,Male,200329,0400000US56
2008,Wyoming,WY,56,Male,204220,0400000US56
2009,Wyoming,WY,56,Male,209027,0400000US56
2010,Wyoming,WY,56,Male,217989,0400000US56
2011,Wyoming,WY,56,Male,219680,0400000US56
2012,Wyoming,WY,56,Male,224284,0400000US56
2013,Wyoming,WY,56,Male,226565,0400000US56
2014,Wyoming,WY,56,Male,226374,0400000US56
2015,Wyoming,WY,56,Male,227410,0400000US56
2016,Wyoming,WY,56,Male,226811,0400000US56
2017,Wyoming,WY,56,Male,225031,0400000US56
2018,Wyoming,WY,56,Male,224970,0400000US56
2019,Wyoming,WY,56,Male,225788,0400000US56
2020,Wyoming,WY,56,Male,226963,0400000US56
2021,Wyoming,WY,56,Male,228397,0400000US56
2022,Wyoming,WY,56,Male,230365,0400000US56
2023,Wyoming,WY,56,Male,232240,0400000US56
