file_id,region_code,file_tag,update_datetime,raw_data_instance,is_invalidated,file_processed_time
122050,US_CO,eomis_sentencecompute,2022-05-27T05:54:53.596865,PRIMARY,False,2022-05-27T14:18:24.822777
128203,US_CO,eomis_sentencecompute,2022-06-13T06:55:45.537407,PRIMARY,False,2022-06-13T16:21:35.123348
130381,US_CO,eomis_sentencecompute,2022-06-22T06:48:23.295368,PRIMARY,False,2022-06-22T15:58:29.956098
115513,US_CO,informix_incarcer,2022-05-10T05:48:05.951857,PRIMARY,False,2022-05-10T18:42:37.268917
116316,US_CO,informix_incarcer,2022-05-13T05:34:55.769080,PRIMARY,False,2022-05-13T17:54:06.928283
119189,US_CO,informix_incarcer,2022-05-18T05:45:48.788202,PRIMARY,False,2022-05-18T19:29:08.515615
119427,US_CO,informix_incarcer,2022-05-19T05:54:40.713837,PRIMARY,False,2022-05-19T15:07:50.580983
122051,US_CO,informix_incarcer,2022-05-27T05:54:55.082848,PRIMARY,False,2022-05-27T14:18:24.836872
128204,US_CO,informix_incarcer,2022-06-13T06:55:47.463622,PRIMARY,False,2022-06-13T16:21:35.136575
130382,US_CO,informix_incarcer,2022-06-22T06:48:25.404884,PRIMARY,False,2022-06-22T15:58:29.971678
86981,US_MI,ADH_BUILDING,2022-03-31T00:00:00,PRIMARY,False,2022-04-14T18:21:50.126491
116317,US_MI,ADH_BUILDING,2022-05-10T00:00:00,PRIMARY,False,2022-05-13T21:27:08.400472
123896,US_MI,ADH_BUILDING,2022-05-23T00:00:00,PRIMARY,False,2022-05-31T21:46:14.855362
132727,US_MI,ADH_BUILDING,2022-06-27T00:00:00,PRIMARY,False,2022-06-28T23:40:56.966967
132751,US_MI,ADH_BUILDING,2022-06-28T00:00:00,PRIMARY,False,2022-06-29T00:20:56.995759
132905,US_MI,ADH_BUILDING,2022-06-29T00:00:00,PRIMARY,False,2022-06-29T21:05:57.222044
86982,US_MI,ADH_EMPLOYEE,2022-03-31T00:00:00,PRIMARY,False,2022-04-14T18:21:50.142044
116318,US_MI,ADH_EMPLOYEE,2022-05-10T00:00:00,PRIMARY,False,2022-05-13T21:27:08.415946
123897,US_MI,ADH_EMPLOYEE,2022-05-23T00:00:00,PRIMARY,False,2022-05-31T21:46:14.875231
