,compartment,outflow_to,crime_classification,race,compartment_duration,total_population,time_step
0,prison,probation,murder,white,12.0,0.0,
1,prison,probation,murder,white,24.0,0.0,
2,prison,probation,murder,white,36.0,0.0031348,
3,prison,probation,murder,white,48.0,0.0,
4,prison,probation,murder,white,60.0,0.0,
5,prison,probation,murder,white,72.0,0.0031348,
6,prison,probation,murder,white,84.0,0.0,
7,prison,probation,murder,white,96.0,0.0031348,
8,prison,probation,murder,white,108.0,0.0,
9,prison,probation,murder,white,120.0,0.00626959,
10,prison,probation,murder,white,132.0,0.00626959,
11,prison,probation,murder,white,144.0,0.0031348,
12,prison,probation,murder,white,156.0,0.0031348,
13,prison,probation,murder,white,168.0,0.0,
14,prison,probation,murder,white,180.0,0.01253918,
15,prison,probation,murder,white,192.0,0.00940439,
16,prison,probation,murder,white,204.0,0.02194357,
17,prison,probation,murder,white,216.0,0.01880878,
18,prison,probation,murder,white,228.0,0.03134796,
19,prison,probation,murder,white,240.0,0.01880878,
20,prison,probation,murder,white,252.0,0.02194357,
21,prison,probation,murder,white,264.0,0.00940439,
22,prison,probation,murder,white,276.0,0.02821317,
23,prison,probation,murder,white,288.0,0.03134796,
24,prison,probation,murder,white,300.0,0.03134796,
25,prison,probation,murder,white,312.0,0.02507837,
26,prison,probation,murder,white,324.0,0.05329154,
27,prison,probation,murder,white,336.0,0.01567398,
28,prison,probation,murder,white,348.0,0.03448276,
29,prison,probation,murder,white,360.0,0.02507837,
30,prison,probation,murder,white,372.0,0.01880878,
31,prison,probation,murder,white,384.0,0.01253918,
32,prison,probation,murder,white,396.0,0.01880878,
33,prison,probation,murder,white,408.0,0.01880878,
34,prison,probation,murder,white,420.0,0.02194357,
35,prison,probation,murder,white,432.0,0.02821317,
36,prison,probation,murder,white,444.0,0.02507837,
37,prison,probation,murder,white,456.0,0.01253918,
38,prison,probation,murder,white,468.0,0.01880878,
39,prison,probation,murder,white,480.0,0.01567398,
40,prison,probation,murder,white,492.0,0.00626959,
41,prison,probation,murder,white,504.0,0.02194357,
42,prison,probation,murder,white,516.0,0.01253918,
43,prison,probation,murder,white,528.0,0.03448276,
44,prison,probation,murder,white,540.0,0.01253918,
45,prison,probation,murder,white,552.0,0.01253918,
46,prison,probation,murder,white,564.0,0.02821317,
47,prison,probation,murder,white,576.0,0.02507837,
48,prison,probation,murder,white,588.0,0.01567398,
49,prison,probation,murder,white,600.0,0.01253918,
50,prison,probation,murder,white,612.0,0.00940439,
51,prison,probation,murder,white,624.0,0.01880878,
52,prison,probation,murder,white,636.0,0.00626959,
53,prison,probation,murder,white,648.0,0.01567398,
54,prison,probation,murder,white,660.0,0.00940439,
55,prison,probation,murder,white,672.0,0.01567398,
56,prison,probation,murder,white,684.0,0.00626959,
57,prison,probation,murder,white,696.0,0.01567398,
58,prison,probation,murder,white,708.0,0.01253918,
59,prison,probation,murder,white,720.0,0.0031348,
60,prison,probation,murder,white,732.0,0.00940439,
61,prison,probation,murder,white,744.0,0.0031348,
62,prison,probation,murder,white,756.0,0.00626959,
63,prison,probation,murder,white,768.0,0.00626959,
64,prison,probation,murder,white,780.0,0.0031348,
65,prison,probation,murder,white,792.0,0.0031348,
66,prison,probation,murder,white,804.0,0.0031348,
67,prison,probation,murder,white,816.0,0.01253918,
68,prison,probation,murder,white,828.0,0.00626959,
69,prison,probation,murder,white,840.0,0.0031348,
70,prison,probation,murder,white,852.0,0.00626959,
71,prison,probation,murder,white,864.0,0.0031348,
72,prison,probation,murder,white,876.0,0.0,
73,prison,probation,murder,white,888.0,0.00940439,
74,prison,probation,murder,white,900.0,0.0,
75,prison,probation,murder,white,912.0,0.0,
76,prison,probation,murder,white,924.0,0.00626959,
77,prison,probation,murder,white,936.0,0.00940439,
78,prison,probation,murder,white,948.0,0.0031348,
79,prison,probation,murder,white,960.0,0.0031348,
80,prison,probation,murder,non-white,12.0,0.00285714,
81,prison,probation,murder,non-white,24.0,0.00285714,
82,prison,probation,murder,non-white,36.0,0.00357143,
83,prison,probation,murder,non-white,48.0,0.00285714,
84,prison,probation,murder,non-white,60.0,0.00285714,
85,prison,probation,murder,non-white,72.0,0.00142857,
86,prison,probation,murder,non-white,84.0,0.0,
87,prison,probation,murder,non-white,96.0,0.005,
88,prison,probation,murder,non-white,108.0,0.00071429,
89,prison,probation,murder,non-white,120.0,0.00285714,
90,prison,probation,murder,non-white,132.0,0.00285714,
91,prison,probation,murder,non-white,144.0,0.00428571,
92,prison,probation,murder,non-white,156.0,0.005,
93,prison,probation,murder,non-white,168.0,0.00857143,
94,prison,probation,murder,non-white,180.0,0.015,
95,prison,probation,murder,non-white,192.0,0.01785714,
96,prison,probation,murder,non-white,204.0,0.01857143,
97,prison,probation,murder,non-white,216.0,0.03071429,
98,prison,probation,murder,non-white,228.0,0.02285714,
99,prison,probation,murder,non-white,240.0,0.02,
100,prison,probation,murder,non-white,252.0,0.02428571,
101,prison,probation,murder,non-white,264.0,0.02214286,
102,prison,probation,murder,non-white,276.0,0.02928571,
103,prison,probation,murder,non-white,288.0,0.02357143,
104,prison,probation,murder,non-white,300.0,0.02,
105,prison,probation,murder,non-white,312.0,0.02642857,
106,prison,probation,murder,non-white,324.0,0.025,
107,prison,probation,murder,non-white,336.0,0.02642857,
108,prison,probation,murder,non-white,348.0,0.01642857,
109,prison,probation,murder,non-white,360.0,0.01785714,
110,prison,probation,murder,non-white,372.0,0.015,
111,prison,probation,murder,non-white,384.0,0.01428571,
112,prison,probation,murder,non-white,396.0,0.02357143,
113,prison,probation,murder,non-white,408.0,0.015,
114,prison,probation,murder,non-white,420.0,0.01571429,
115,prison,probation,murder,non-white,432.0,0.01428571,
116,prison,probation,murder,non-white,444.0,0.02142857,
117,prison,probation,murder,non-white,456.0,0.01857143,
118,prison,probation,murder,non-white,468.0,0.01428571,
119,prison,probation,murder,non-white,480.0,0.015,
120,prison,probation,murder,non-white,492.0,0.01357143,
121,prison,probation,murder,non-white,504.0,0.01571429,
122,prison,probation,murder,non-white,516.0,0.02214286,
123,prison,probation,murder,non-white,528.0,0.02357143,
124,prison,probation,murder,non-white,540.0,0.01357143,
125,prison,probation,murder,non-white,552.0,0.01571429,
126,prison,probation,murder,non-white,564.0,0.01857143,
127,prison,probation,murder,non-white,576.0,0.01928571,
128,prison,probation,murder,non-white,588.0,0.01142857,
129,prison,probation,murder,non-white,600.0,0.01285714,
130,prison,probation,murder,non-white,612.0,0.01428571,
131,prison,probation,murder,non-white,624.0,0.01642857,
132,prison,probation,murder,non-white,636.0,0.02,
133,prison,probation,murder,non-white,648.0,0.01428571,
134,prison,probation,murder,non-white,660.0,0.01214286,
135,prison,probation,murder,non-white,672.0,0.01714286,
136,prison,probation,murder,non-white,684.0,0.01785714,
137,prison,probation,murder,non-white,696.0,0.02142857,
138,prison,probation,murder,non-white,708.0,0.01071429,
139,prison,probation,murder,non-white,720.0,0.00785714,
140,prison,probation,murder,non-white,732.0,0.00928571,
141,prison,probation,murder,non-white,744.0,0.00714286,
142,prison,probation,murder,non-white,756.0,0.00642857,
143,prison,probation,murder,non-white,768.0,0.00928571,
144,prison,probation,murder,non-white,780.0,0.00642857,
145,prison,probation,murder,non-white,792.0,0.00571429,
146,prison,probation,murder,non-white,804.0,0.00714286,
147,prison,probation,murder,non-white,816.0,0.00357143,
148,prison,probation,murder,non-white,828.0,0.00785714,
149,prison,probation,murder,non-white,840.0,0.00285714,
150,prison,probation,murder,non-white,852.0,0.00785714,
151,prison,probation,murder,non-white,864.0,0.00285714,
152,prison,probation,murder,non-white,876.0,0.00571429,
153,prison,probation,murder,non-white,888.0,0.00571429,
154,prison,probation,murder,non-white,900.0,0.00571429,
155,prison,probation,murder,non-white,912.0,0.005,
156,prison,probation,murder,non-white,924.0,0.00571429,
157,prison,probation,murder,non-white,936.0,0.00428571,
158,prison,probation,murder,non-white,948.0,0.00214286,
159,prison,probation,murder,non-white,960.0,0.00142857,
160,prison,probation,class_x,white,12.0,0.01917808,
161,prison,probation,class_x,white,24.0,0.08219178,
162,prison,probation,class_x,white,36.0,0.13150685,
163,prison,probation,class_x,white,48.0,0.12602739999999998,
164,prison,probation,class_x,white,60.0,0.07671233,
165,prison,probation,class_x,white,72.0,0.05753425,
166,prison,probation,class_x,white,84.0,0.08219178,
167,prison,probation,class_x,white,96.0,0.05753425,
168,prison,probation,class_x,white,108.0,0.05479452,
169,prison,probation,class_x,white,120.0,0.04109589,
170,prison,probation,class_x,white,132.0,0.02465753,
171,prison,probation,class_x,white,144.0,0.02739726,
172,prison,probation,class_x,white,156.0,0.02465753,
173,prison,probation,class_x,white,168.0,0.02465753,
174,prison,probation,class_x,white,180.0,0.02739726,
175,prison,probation,class_x,white,192.0,0.0109589,
176,prison,probation,class_x,white,204.0,0.01643836,
177,prison,probation,class_x,white,216.0,0.00273973,
178,prison,probation,class_x,white,228.0,0.00821918,
179,prison,probation,class_x,white,240.0,0.02191781,
180,prison,probation,class_x,white,252.0,0.01643836,
181,prison,probation,class_x,white,264.0,0.0109589,
182,prison,probation,class_x,white,276.0,0.0,
183,prison,probation,class_x,white,288.0,0.00273973,
184,prison,probation,class_x,white,300.0,0.0109589,
185,prison,probation,class_x,white,312.0,0.0,
186,prison,probation,class_x,white,324.0,0.00547945,
187,prison,probation,class_x,white,336.0,0.0,
188,prison,probation,class_x,white,348.0,0.00547945,
189,prison,probation,class_x,white,360.0,0.0,
190,prison,probation,class_x,white,372.0,0.00273973,
191,prison,probation,class_x,white,384.0,0.0,
192,prison,probation,class_x,white,396.0,0.0,
193,prison,probation,class_x,white,408.0,0.0,
194,prison,probation,class_x,white,420.0,0.0,
195,prison,probation,class_x,white,432.0,0.00547945,
196,prison,probation,class_x,white,444.0,0.0,
197,prison,probation,class_x,white,456.0,0.00273973,
198,prison,probation,class_x,white,468.0,0.00273973,
199,prison,probation,class_x,white,480.0,0.0,
200,prison,probation,class_x,white,492.0,0.00273973,
201,prison,probation,class_x,white,504.0,0.00273973,
202,prison,probation,class_x,white,516.0,0.0,
203,prison,probation,class_x,white,528.0,0.0,
204,prison,probation,class_x,white,540.0,0.0,
205,prison,probation,class_x,white,552.0,0.0,
206,prison,probation,class_x,white,564.0,0.00273973,
207,prison,probation,class_x,white,576.0,0.0,
208,prison,probation,class_x,white,588.0,0.00273973,
209,prison,probation,class_x,white,600.0,0.00273973,
210,prison,probation,class_x,white,612.0,0.0,
211,prison,probation,class_x,white,624.0,0.0,
212,prison,probation,class_x,white,636.0,0.0,
213,prison,probation,class_x,white,648.0,0.0,
214,prison,probation,class_x,white,660.0,0.0,
215,prison,probation,class_x,white,672.0,0.0,
216,prison,probation,class_x,white,684.0,0.00273973,
217,prison,probation,class_x,white,696.0,0.0,
218,prison,probation,class_x,white,708.0,0.0,
219,prison,probation,class_x,white,720.0,0.0,
220,prison,probation,class_x,non-white,12.0,0.03991597,
221,prison,probation,class_x,non-white,24.0,0.10294118,
222,prison,probation,class_x,non-white,36.0,0.13445378,
223,prison,probation,class_x,non-white,48.0,0.12605042,
224,prison,probation,class_x,non-white,60.0,0.11659664,
225,prison,probation,class_x,non-white,72.0,0.07668067,
226,prison,probation,class_x,non-white,84.0,0.09243697,
227,prison,probation,class_x,non-white,96.0,0.04936975,
228,prison,probation,class_x,non-white,108.0,0.04516807,
229,prison,probation,class_x,non-white,120.0,0.03781513,
230,prison,probation,class_x,non-white,132.0,0.02521008,
231,prison,probation,class_x,non-white,144.0,0.01995798,
232,prison,probation,class_x,non-white,156.0,0.015756299999999997,
233,prison,probation,class_x,non-white,168.0,0.01470588,
234,prison,probation,class_x,non-white,180.0,0.01470588,
235,prison,probation,class_x,non-white,192.0,0.01785714,
236,prison,probation,class_x,non-white,204.0,0.00315126,
237,prison,probation,class_x,non-white,216.0,0.00630252,
238,prison,probation,class_x,non-white,228.0,0.00945378,
239,prison,probation,class_x,non-white,240.0,0.00420168,
240,prison,probation,class_x,non-white,252.0,0.00420168,
241,prison,probation,class_x,non-white,264.0,0.00735294,
242,prison,probation,class_x,non-white,276.0,0.00420168,
243,prison,probation,class_x,non-white,288.0,0.00105042,
244,prison,probation,class_x,non-white,300.0,0.00315126,
245,prison,probation,class_x,non-white,312.0,0.00105042,
246,prison,probation,class_x,non-white,324.0,0.00210084,
247,prison,probation,class_x,non-white,336.0,0.00210084,
248,prison,probation,class_x,non-white,348.0,0.00210084,
249,prison,probation,class_x,non-white,360.0,0.00105042,
250,prison,probation,class_x,non-white,372.0,0.00105042,
251,prison,probation,class_x,non-white,384.0,0.00105042,
252,prison,probation,class_x,non-white,396.0,0.00105042,
253,prison,probation,class_x,non-white,408.0,0.00105042,
254,prison,probation,class_x,non-white,420.0,0.0,
255,prison,probation,class_x,non-white,432.0,0.0,
256,prison,probation,class_x,non-white,444.0,0.00105042,
257,prison,probation,class_x,non-white,456.0,0.00105042,
258,prison,probation,class_x,non-white,468.0,0.00105042,
259,prison,probation,class_x,non-white,480.0,0.00315126,
260,prison,probation,class_x,non-white,492.0,0.00105042,
261,prison,probation,class_x,non-white,504.0,0.0,
262,prison,probation,class_x,non-white,516.0,0.00105042,
263,prison,probation,class_x,non-white,528.0,0.0,
264,prison,probation,class_x,non-white,540.0,0.0,
265,prison,probation,class_x,non-white,552.0,0.0,
266,prison,probation,class_x,non-white,564.0,0.0,
267,prison,probation,class_x,non-white,576.0,0.0,
268,prison,probation,class_x,non-white,588.0,0.00105042,
269,prison,probation,class_x,non-white,600.0,0.0,
270,prison,probation,class_x,non-white,612.0,0.0,
271,prison,probation,class_x,non-white,624.0,0.00210084,
272,prison,probation,class_x,non-white,636.0,0.0,
273,prison,probation,class_x,non-white,648.0,0.0,
274,prison,probation,class_x,non-white,660.0,0.0,
275,prison,probation,class_x,non-white,672.0,0.00105042,
276,prison,probation,class_x,non-white,684.0,0.0,
277,prison,probation,class_x,non-white,696.0,0.00105042,
278,prison,probation,class_x,non-white,708.0,0.00105042,
279,prison,probation,class_x,non-white,720.0,0.0,
280,prison,probation,class_1,white,12.0,0.16428571,
281,prison,probation,class_1,white,24.0,0.37321429,
282,prison,probation,class_1,white,36.0,0.20714286,
283,prison,probation,class_1,white,48.0,0.10714286,
284,prison,probation,class_1,white,60.0,0.04642857,
285,prison,probation,class_1,white,72.0,0.01964286,
286,prison,probation,class_1,white,84.0,0.02321429,
287,prison,probation,class_1,white,96.0,0.01071429,
288,prison,probation,class_1,white,108.0,0.00535714,
289,prison,probation,class_1,white,120.0,0.00714286,
290,prison,probation,class_1,white,132.0,0.00714286,
291,prison,probation,class_1,white,144.0,0.00178571,
292,prison,probation,class_1,white,156.0,0.00178571,
293,prison,probation,class_1,white,168.0,0.00535714,
294,prison,probation,class_1,white,180.0,0.00535714,
295,prison,probation,class_1,white,192.0,0.00357143,
296,prison,probation,class_1,white,204.0,0.00178571,
297,prison,probation,class_1,white,216.0,0.0,
298,prison,probation,class_1,white,228.0,0.0,
299,prison,probation,class_1,white,240.0,0.0,
300,prison,probation,class_1,white,252.0,0.0,
301,prison,probation,class_1,white,264.0,0.00178571,
302,prison,probation,class_1,white,276.0,0.00178571,
303,prison,probation,class_1,white,288.0,0.00357143,
304,prison,probation,class_1,white,300.0,0.0,
305,prison,probation,class_1,white,312.0,0.0,
306,prison,probation,class_1,white,324.0,0.00178571,
307,prison,probation,class_1,white,336.0,0.0,
308,prison,probation,class_1,white,348.0,0.0,
309,prison,probation,class_1,white,360.0,0.0,
310,prison,probation,class_1,non-white,12.0,0.2082922,
311,prison,probation,class_1,non-white,24.0,0.32181639,
312,prison,probation,class_1,non-white,36.0,0.21520237,
313,prison,probation,class_1,non-white,48.0,0.10167818,
314,prison,probation,class_1,non-white,60.0,0.04935834,
315,prison,probation,class_1,non-white,72.0,0.023691999999999998,
316,prison,probation,class_1,non-white,84.0,0.026653500000000004,
317,prison,probation,class_1,non-white,96.0,0.01382034,
318,prison,probation,class_1,non-white,108.0,0.00987167,
319,prison,probation,class_1,non-white,120.0,0.0029614999999999997,
320,prison,probation,class_1,non-white,132.0,0.00691017,
321,prison,probation,class_1,non-white,144.0,0.00493583,
322,prison,probation,class_1,non-white,156.0,0.00197433,
323,prison,probation,class_1,non-white,168.0,0.0029614999999999997,
324,prison,probation,class_1,non-white,180.0,0.00197433,
325,prison,probation,class_1,non-white,192.0,0.0,
326,prison,probation,class_1,non-white,204.0,0.0,
327,prison,probation,class_1,non-white,216.0,0.0,
328,prison,probation,class_1,non-white,228.0,0.0029614999999999997,
329,prison,probation,class_1,non-white,240.0,0.00197433,
330,prison,probation,class_1,non-white,252.0,0.0,
331,prison,probation,class_1,non-white,264.0,0.00098717,
332,prison,probation,class_1,non-white,276.0,0.0,
333,prison,probation,class_1,non-white,288.0,0.0,
334,prison,probation,class_1,non-white,300.0,0.0,
335,prison,probation,class_1,non-white,312.0,0.0,
336,prison,probation,class_1,non-white,324.0,0.00098717,
337,prison,probation,class_1,non-white,336.0,0.0,
338,prison,probation,class_1,non-white,348.0,0.0,
339,prison,probation,class_1,non-white,360.0,0.00098717,
340,prison,probation,class_2,white,12.0,0.38355111,
341,prison,probation,class_2,white,24.0,0.34588778,
342,prison,probation,class_2,white,36.0,0.15142198,
343,prison,probation,class_2,white,48.0,0.05918524,
344,prison,probation,class_2,white,60.0,0.02997694,
345,prison,probation,class_2,white,72.0,0.01306687,
346,prison,probation,class_2,white,84.0,0.00461184,
347,prison,probation,class_2,white,96.0,0.00538048,
348,prison,probation,class_2,white,108.0,0.00153728,
349,prison,probation,class_2,white,120.0,0.00076864,
350,prison,probation,class_2,white,132.0,0.00153728,
351,prison,probation,class_2,white,144.0,0.00076864,
352,prison,probation,class_2,white,156.0,0.0,
353,prison,probation,class_2,white,168.0,0.00153728,
354,prison,probation,class_2,white,180.0,0.00076864,
355,prison,probation,class_2,white,192.0,0.0,
356,prison,probation,class_2,white,204.0,0.0,
357,prison,probation,class_2,white,216.0,0.0,
358,prison,probation,class_2,white,228.0,0.0,
359,prison,probation,class_2,white,240.0,0.0,
360,prison,probation,class_2,white,252.0,0.0,
361,prison,probation,class_2,white,264.0,0.0,
362,prison,probation,class_2,white,276.0,0.0,
363,prison,probation,class_2,white,288.0,0.0,
364,prison,probation,class_2,white,300.0,0.0,
365,prison,probation,class_2,white,312.0,0.0,
366,prison,probation,class_2,white,324.0,0.0,
367,prison,probation,class_2,white,336.0,0.0,
368,prison,probation,class_2,white,348.0,0.0,
369,prison,probation,class_2,non-white,12.0,0.43471338,
370,prison,probation,class_2,non-white,24.0,0.32484076,
371,prison,probation,class_2,non-white,36.0,0.14543524,
372,prison,probation,class_2,non-white,48.0,0.04989384,
373,prison,probation,class_2,non-white,60.0,0.01804671,
374,prison,probation,class_2,non-white,72.0,0.00902335,
375,prison,probation,class_2,non-white,84.0,0.00636943,
376,prison,probation,class_2,non-white,96.0,0.00159236,
377,prison,probation,class_2,non-white,108.0,0.00424628,
378,prison,probation,class_2,non-white,120.0,0.00159236,
379,prison,probation,class_2,non-white,132.0,0.00106157,
380,prison,probation,class_2,non-white,144.0,0.00159236,
381,prison,probation,class_2,non-white,156.0,0.0,
382,prison,probation,class_2,non-white,168.0,0.00159236,
383,prison,probation,class_2,non-white,180.0,0.0,
384,prison,probation,class_2,non-white,192.0,0.0,
385,prison,probation,class_2,non-white,204.0,0.0,
386,prison,probation,class_2,non-white,216.0,0.0,
387,prison,probation,class_2,non-white,228.0,0.0,
388,prison,probation,class_2,non-white,240.0,0.0,
389,prison,probation,class_2,non-white,252.0,0.0,
390,prison,probation,class_2,non-white,264.0,0.0,
391,prison,probation,class_2,non-white,276.0,0.0,
392,prison,probation,class_2,non-white,288.0,0.0,
393,prison,probation,class_2,non-white,300.0,0.0,
394,prison,probation,class_2,non-white,312.0,0.0,
395,prison,probation,class_2,non-white,324.0,0.0,
396,prison,probation,class_2,non-white,336.0,0.0,
397,prison,probation,class_2,non-white,348.0,0.0,
398,prison,probation,class_3,white,12.0,0.62480253,
399,prison,probation,class_3,white,24.0,0.26856240000000003,
400,prison,probation,class_3,white,36.0,0.06714060000000001,
401,prison,probation,class_3,white,48.0,0.02448657,
402,prison,probation,class_3,white,60.0,0.00947867,
403,prison,probation,class_3,white,72.0,0.00394945,
404,prison,probation,class_3,white,84.0,0.0,
405,prison,probation,class_3,white,96.0,0.0,
406,prison,probation,class_3,white,108.0,0.00078989,
407,prison,probation,class_3,white,120.0,0.00078989,
408,prison,probation,class_3,white,132.0,0.0,
409,prison,probation,class_3,white,144.0,0.0,
410,prison,probation,class_3,white,156.0,0.0,
411,prison,probation,class_3,white,168.0,0.0,
412,prison,probation,class_3,white,180.0,0.0,
413,prison,probation,class_3,non-white,12.0,0.70416025,
414,prison,probation,class_3,non-white,24.0,0.21494607,
415,prison,probation,class_3,non-white,36.0,0.05546995,
416,prison,probation,class_3,non-white,48.0,0.01617874,
417,prison,probation,class_3,non-white,60.0,0.00693374,
418,prison,probation,class_3,non-white,72.0,0.00231125,
419,prison,probation,class_3,non-white,84.0,0.0,
420,prison,probation,class_3,non-white,96.0,0.0,
421,prison,probation,class_3,non-white,108.0,0.0,
422,prison,probation,class_3,non-white,120.0,0.0,
423,prison,probation,class_3,non-white,132.0,0.0,
424,prison,probation,class_3,non-white,144.0,0.0,
425,prison,probation,class_3,non-white,156.0,0.0,
426,prison,probation,class_3,non-white,168.0,0.0,
427,prison,probation,class_3,non-white,180.0,0.0,
0,probation,release,murder,white,36.0,0.584,
1,probation,release,murder,non-white,36.0,0.584,
2,probation,release,class_x,white,36.0,0.584,
3,probation,release,class_x,non-white,36.0,0.584,
4,probation,release,class_1,white,24.0,0.639,
5,probation,release,class_1,non-white,24.0,0.639,
6,probation,release,class_2,white,24.0,0.639,
7,probation,release,class_2,non-white,24.0,0.639,
8,probation,release,class_3,white,12.0,0.7559999999999999,
9,probation,release,class_3,non-white,12.0,0.7559999999999999,
10,probation,prison,murder,white,12.0,0.244,
11,probation,prison,murder,non-white,12.0,0.244,
12,probation,prison,class_x,white,12.0,0.244,
13,probation,prison,class_x,non-white,12.0,0.244,
14,probation,prison,class_1,white,12.0,0.244,
15,probation,prison,class_1,non-white,12.0,0.244,
16,probation,prison,class_2,white,12.0,0.244,
17,probation,prison,class_2,non-white,12.0,0.244,
18,probation,prison,class_3,white,12.0,0.244,
19,probation,prison,class_3,non-white,12.0,0.244,
20,probation,prison,murder,white,24.0,0.11699999999999999,
21,probation,prison,murder,non-white,24.0,0.11699999999999999,
22,probation,prison,class_x,white,24.0,0.11699999999999999,
23,probation,prison,class_x,non-white,24.0,0.11699999999999999,
24,probation,prison,class_1,white,24.0,0.11699999999999999,
25,probation,prison,class_1,non-white,24.0,0.11699999999999999,
26,probation,prison,class_2,white,24.0,0.11699999999999999,
27,probation,prison,class_2,non-white,24.0,0.11699999999999999,
28,probation,prison,murder,white,36.0,0.055,
29,probation,prison,murder,non-white,36.0,0.055,
30,probation,prison,class_x,white,36.0,0.055,
31,probation,prison,class_x,non-white,36.0,0.055,
0,release,release,murder,white,960.0,1.0,
1,release,release,murder,non-white,960.0,1.0,
2,release,release,class_x,white,960.0,1.0,
3,release,release,class_x,non-white,960.0,1.0,
4,release,release,class_1,white,960.0,0.9209999999999999,
5,release,release,class_1,non-white,960.0,0.9209999999999999,
6,release,release,class_2,white,960.0,0.9209999999999999,
7,release,release,class_2,non-white,960.0,0.9209999999999999,
8,release,release,class_3,white,960.0,0.772,
9,release,release,class_3,non-white,960.0,0.772,
10,release,prison,class_1,white,12.0,0.079,
11,release,prison,class_1,non-white,12.0,0.079,
12,release,prison,class_2,white,12.0,0.079,
13,release,prison,class_2,non-white,12.0,0.079,
14,release,prison,class_3,white,12.0,0.155,
15,release,prison,class_3,non-white,12.0,0.155,
16,release,prison,class_3,white,24.0,0.073,
17,release,prison,class_3,non-white,24.0,0.073,
0,pretrial,prison,murder,white,,4.083333333333333,0.0
1,pretrial,prison,murder,white,,4.083333333333333,1.0
2,pretrial,prison,murder,white,,4.083333333333333,2.0
3,pretrial,prison,murder,white,,4.083333333333333,3.0
4,pretrial,prison,murder,white,,4.083333333333333,4.0
5,pretrial,prison,murder,white,,4.083333333333333,5.0
6,pretrial,prison,murder,white,,4.083333333333333,6.0
7,pretrial,prison,murder,white,,4.083333333333333,7.0
8,pretrial,prison,murder,white,,4.083333333333333,8.0
9,pretrial,prison,murder,white,,4.083333333333333,9.0
10,pretrial,prison,murder,white,,4.083333333333333,10.0
11,pretrial,prison,murder,white,,4.083333333333333,11.0
12,pretrial,prison,murder,non-white,,15.916666666666666,0.0
13,pretrial,prison,murder,non-white,,15.916666666666666,1.0
14,pretrial,prison,murder,non-white,,15.916666666666666,2.0
15,pretrial,prison,murder,non-white,,15.916666666666666,3.0
16,pretrial,prison,murder,non-white,,15.916666666666666,4.0
17,pretrial,prison,murder,non-white,,15.916666666666666,5.0
18,pretrial,prison,murder,non-white,,15.916666666666666,6.0
19,pretrial,prison,murder,non-white,,15.916666666666666,7.0
20,pretrial,prison,murder,non-white,,15.916666666666666,8.0
21,pretrial,prison,murder,non-white,,15.916666666666666,9.0
22,pretrial,prison,murder,non-white,,15.916666666666666,10.0
23,pretrial,prison,murder,non-white,,15.916666666666666,11.0
24,pretrial,prison,class_x,white,,33.0,0.0
25,pretrial,prison,class_x,white,,33.0,1.0
26,pretrial,prison,class_x,white,,33.0,2.0
27,pretrial,prison,class_x,white,,33.0,3.0
28,pretrial,prison,class_x,white,,33.0,4.0
29,pretrial,prison,class_x,white,,33.0,5.0
30,pretrial,prison,class_x,white,,33.0,6.0
31,pretrial,prison,class_x,white,,33.0,7.0
32,pretrial,prison,class_x,white,,33.0,8.0
33,pretrial,prison,class_x,white,,33.0,9.0
34,pretrial,prison,class_x,white,,33.0,10.0
35,pretrial,prison,class_x,white,,33.0,11.0
36,pretrial,prison,class_x,non-white,,111.75,0.0
37,pretrial,prison,class_x,non-white,,111.75,1.0
38,pretrial,prison,class_x,non-white,,111.75,2.0
39,pretrial,prison,class_x,non-white,,111.75,3.0
40,pretrial,prison,class_x,non-white,,111.75,4.0
41,pretrial,prison,class_x,non-white,,111.75,5.0
42,pretrial,prison,class_x,non-white,,111.75,6.0
43,pretrial,prison,class_x,non-white,,111.75,7.0
44,pretrial,prison,class_x,non-white,,111.75,8.0
45,pretrial,prison,class_x,non-white,,111.75,9.0
46,pretrial,prison,class_x,non-white,,111.75,10.0
47,pretrial,prison,class_x,non-white,,111.75,11.0
48,pretrial,prison,class_1,white,,67.33333333333333,0.0
49,pretrial,prison,class_1,white,,67.33333333333333,1.0
50,pretrial,prison,class_1,white,,67.33333333333333,2.0
51,pretrial,prison,class_1,white,,67.33333333333333,3.0
52,pretrial,prison,class_1,white,,67.33333333333333,4.0
53,pretrial,prison,class_1,white,,67.33333333333333,5.0
54,pretrial,prison,class_1,white,,67.33333333333333,6.0
55,pretrial,prison,class_1,white,,67.33333333333333,7.0
56,pretrial,prison,class_1,white,,67.33333333333333,8.0
57,pretrial,prison,class_1,white,,67.33333333333333,9.0
58,pretrial,prison,class_1,white,,67.33333333333333,10.0
59,pretrial,prison,class_1,white,,67.33333333333333,11.0
60,pretrial,prison,class_1,non-white,,172.5,0.0
61,pretrial,prison,class_1,non-white,,172.5,1.0
62,pretrial,prison,class_1,non-white,,172.5,2.0
63,pretrial,prison,class_1,non-white,,172.5,3.0
64,pretrial,prison,class_1,non-white,,172.5,4.0
65,pretrial,prison,class_1,non-white,,172.5,5.0
66,pretrial,prison,class_1,non-white,,172.5,6.0
67,pretrial,prison,class_1,non-white,,172.5,7.0
68,pretrial,prison,class_1,non-white,,172.5,8.0
69,pretrial,prison,class_1,non-white,,172.5,9.0
70,pretrial,prison,class_1,non-white,,172.5,10.0
71,pretrial,prison,class_1,non-white,,172.5,11.0
