,compartment,outflow_to,crime_type,race,compartment_duration,total_population,time_step
15,prison,,residential burglary,non-white,,774.0,63.0
16,prison,,residential burglary,non-white,,774.0,64.0
17,prison,,residential burglary,non-white,,774.0,65.0
18,prison,,residential burglary,non-white,,774.0,66.0
19,prison,,residential burglary,non-white,,774.0,67.0
20,prison,,residential burglary,non-white,,774.0,68.0
21,prison,,residential burglary,non-white,,774.0,69.0
22,prison,,residential burglary,non-white,,774.0,70.0
23,prison,,residential burglary,non-white,,774.0,71.0
24,prison,,second offense,white,,1966.0,60.0
25,prison,,second offense,white,,1966.0,61.0
26,prison,,second offense,white,,1966.0,62.0
27,prison,,second offense,white,,1966.0,63.0
28,prison,,second offense,white,,1966.0,64.0
29,prison,,second offense,white,,1966.0,65.0
30,prison,,second offense,white,,1966.0,66.0
31,prison,,second offense,white,,1966.0,67.0
32,prison,,second offense,white,,1966.0,68.0
33,prison,,second offense,white,,1966.0,69.0
34,prison,,second offense,white,,1966.0,70.0
35,prison,,second offense,white,,1966.0,71.0
36,prison,,second offense,non-white,,4326.0,60.0
37,prison,,second offense,non-white,,4326.0,61.0
38,prison,,second offense,non-white,,4326.0,62.0
39,prison,,second offense,non-white,,4326.0,63.0
40,prison,,second offense,non-white,,4326.0,64.0
41,prison,,second offense,non-white,,4326.0,65.0
42,prison,,second offense,non-white,,4326.0,66.0
43,prison,,second offense,non-white,,4326.0,67.0
44,prison,,second offense,non-white,,4326.0,68.0
45,prison,,second offense,non-white,,4326.0,69.0
46,prison,,second offense,non-white,,4326.0,70.0
47,prison,,second offense,non-white,,4326.0,71.0
48,prison,,drugs,white,,1978.0,60.0
49,prison,,drugs,white,,1978.0,61.0
50,prison,,drugs,white,,1978.0,62.0
51,prison,,drugs,white,,1978.0,63.0
52,prison,,drugs,white,,1978.0,64.0
53,prison,,drugs,white,,1978.0,65.0
54,prison,,drugs,white,,1978.0,66.0
55,prison,,drugs,white,,1978.0,67.0
56,prison,,drugs,white,,1978.0,68.0
57,prison,,drugs,white,,1978.0,69.0
58,prison,,drugs,white,,1978.0,70.0
59,prison,,drugs,white,,1978.0,71.0
60,prison,,drugs,non-white,,4143.0,60.0
61,prison,,drugs,non-white,,4143.0,61.0
62,prison,,drugs,non-white,,4143.0,62.0
63,prison,,drugs,non-white,,4143.0,63.0
64,prison,,drugs,non-white,,4143.0,64.0
65,prison,,drugs,non-white,,4143.0,65.0
66,prison,,drugs,non-white,,4143.0,66.0
67,prison,,drugs,non-white,,4143.0,67.0
68,prison,,drugs,non-white,,4143.0,68.0
69,prison,,drugs,non-white,,4143.0,69.0
70,prison,,drugs,non-white,,4143.0,70.0
71,prison,,drugs,non-white,,4143.0,71.0
0,prison,,residential burglary,white,,459.0,72.0
1,prison,,residential burglary,white,,459.0,73.0
2,prison,,residential burglary,white,,459.0,74.0
3,prison,,residential burglary,white,,459.0,75.0
4,prison,,residential burglary,white,,459.0,76.0
5,prison,,residential burglary,white,,459.0,77.0
6,prison,,residential burglary,white,,459.0,78.0
7,prison,,residential burglary,white,,459.0,79.0
8,prison,,residential burglary,white,,459.0,80.0
9,prison,,residential burglary,white,,459.0,81.0
10,prison,,residential burglary,white,,459.0,82.0
11,prison,,residential burglary,white,,459.0,83.0
12,prison,,residential burglary,non-white,,688.0,72.0
13,prison,,residential burglary,non-white,,688.0,73.0
14,prison,,residential burglary,non-white,,688.0,74.0
15,prison,,residential burglary,non-white,,688.0,75.0
16,prison,,residential burglary,non-white,,688.0,76.0
17,prison,,residential burglary,non-white,,688.0,77.0
18,prison,,residential burglary,non-white,,688.0,78.0
19,prison,,residential burglary,non-white,,688.0,79.0
20,prison,,residential burglary,non-white,,688.0,80.0
21,prison,,residential burglary,non-white,,688.0,81.0
22,prison,,residential burglary,non-white,,688.0,82.0
23,prison,,residential burglary,non-white,,688.0,83.0
24,prison,,second offense,white,,1812.0,72.0
25,prison,,second offense,white,,1812.0,73.0
26,prison,,second offense,white,,1812.0,74.0
27,prison,,second offense,white,,1812.0,75.0
28,prison,,second offense,white,,1812.0,76.0
29,prison,,second offense,white,,1812.0,77.0
30,prison,,second offense,white,,1812.0,78.0
31,prison,,second offense,white,,1812.0,79.0
32,prison,,second offense,white,,1812.0,80.0
33,prison,,second offense,white,,1812.0,81.0
34,prison,,second offense,white,,1812.0,82.0
35,prison,,second offense,white,,1812.0,83.0
36,prison,,second offense,non-white,,3879.0,72.0
37,prison,,second offense,non-white,,3879.0,73.0
38,prison,,second offense,non-white,,3879.0,74.0
39,prison,,second offense,non-white,,3879.0,75.0
40,prison,,second offense,non-white,,3879.0,76.0
41,prison,,second offense,non-white,,3879.0,77.0
42,prison,,second offense,non-white,,3879.0,78.0
43,prison,,second offense,non-white,,3879.0,79.0
44,prison,,second offense,non-white,,3879.0,80.0
45,prison,,second offense,non-white,,3879.0,81.0
46,prison,,second offense,non-white,,3879.0,82.0
47,prison,,second offense,non-white,,3879.0,83.0
48,prison,,drugs,white,,1842.0,72.0
49,prison,,drugs,white,,1842.0,73.0
50,prison,,drugs,white,,1842.0,74.0
51,prison,,drugs,white,,1842.0,75.0
52,prison,,drugs,white,,1842.0,76.0
53,prison,,drugs,white,,1842.0,77.0
54,prison,,drugs,white,,1842.0,78.0
55,prison,,drugs,white,,1842.0,79.0
56,prison,,drugs,white,,1842.0,80.0
57,prison,,drugs,white,,1842.0,81.0
58,prison,,drugs,white,,1842.0,82.0
59,prison,,drugs,white,,1842.0,83.0
60,prison,,drugs,non-white,,3358.0,72.0
61,prison,,drugs,non-white,,3358.0,73.0
62,prison,,drugs,non-white,,3358.0,74.0
63,prison,,drugs,non-white,,3358.0,75.0
64,prison,,drugs,non-white,,3358.0,76.0
65,prison,,drugs,non-white,,3358.0,77.0
66,prison,,drugs,non-white,,3358.0,78.0
67,prison,,drugs,non-white,,3358.0,79.0
68,prison,,drugs,non-white,,3358.0,80.0
69,prison,,drugs,non-white,,3358.0,81.0
70,prison,,drugs,non-white,,3358.0,82.0
71,prison,,drugs,non-white,,3358.0,83.0
0,prison,,residential burglary,white,,461.0,84.0
1,prison,,residential burglary,white,,461.0,85.0
2,prison,,residential burglary,white,,461.0,86.0
3,prison,,residential burglary,white,,461.0,87.0
4,prison,,residential burglary,white,,461.0,88.0
5,prison,,residential burglary,white,,461.0,89.0
6,prison,,residential burglary,white,,461.0,90.0
7,prison,,residential burglary,white,,461.0,91.0
8,prison,,residential burglary,white,,461.0,92.0
9,prison,,residential burglary,white,,461.0,93.0
10,prison,,residential burglary,white,,461.0,94.0
11,prison,,residential burglary,white,,461.0,95.0
12,prison,,residential burglary,non-white,,564.0,84.0
13,prison,,residential burglary,non-white,,564.0,85.0
14,prison,,residential burglary,non-white,,564.0,86.0
15,prison,,residential burglary,non-white,,564.0,87.0
16,prison,,residential burglary,non-white,,564.0,88.0
17,prison,,residential burglary,non-white,,564.0,89.0
18,prison,,residential burglary,non-white,,564.0,90.0
19,prison,,residential burglary,non-white,,564.0,91.0
20,prison,,residential burglary,non-white,,564.0,92.0
21,prison,,residential burglary,non-white,,564.0,93.0
22,prison,,residential burglary,non-white,,564.0,94.0
23,prison,,residential burglary,non-white,,564.0,95.0
24,prison,,second offense,white,,1751.0,84.0
25,prison,,second offense,white,,1751.0,85.0
26,prison,,second offense,white,,1751.0,86.0
27,prison,,second offense,white,,1751.0,87.0
28,prison,,second offense,white,,1751.0,88.0
29,prison,,second offense,white,,1751.0,89.0
30,prison,,second offense,white,,1751.0,90.0
31,prison,,second offense,white,,1751.0,91.0
32,prison,,second offense,white,,1751.0,92.0
33,prison,,second offense,white,,1751.0,93.0
34,prison,,second offense,white,,1751.0,94.0
35,prison,,second offense,white,,1751.0,95.0
36,prison,,second offense,non-white,,3576.0,84.0
37,prison,,second offense,non-white,,3576.0,85.0
38,prison,,second offense,non-white,,3576.0,86.0
39,prison,,second offense,non-white,,3576.0,87.0
40,prison,,second offense,non-white,,3576.0,88.0
41,prison,,second offense,non-white,,3576.0,89.0
42,prison,,second offense,non-white,,3576.0,90.0
43,prison,,second offense,non-white,,3576.0,91.0
44,prison,,second offense,non-white,,3576.0,92.0
45,prison,,second offense,non-white,,3576.0,93.0
46,prison,,second offense,non-white,,3576.0,94.0
47,prison,,second offense,non-white,,3576.0,95.0
48,prison,,drugs,white,,2012.0,84.0
49,prison,,drugs,white,,2012.0,85.0
50,prison,,drugs,white,,2012.0,86.0
51,prison,,drugs,white,,2012.0,87.0
52,prison,,drugs,white,,2012.0,88.0
53,prison,,drugs,white,,2012.0,89.0
54,prison,,drugs,white,,2012.0,90.0
55,prison,,drugs,white,,2012.0,91.0
56,prison,,drugs,white,,2012.0,92.0
57,prison,,drugs,white,,2012.0,93.0
58,prison,,drugs,white,,2012.0,94.0
59,prison,,drugs,white,,2012.0,95.0
60,prison,,drugs,non-white,,2780.0,84.0
61,prison,,drugs,non-white,,2780.0,85.0
62,prison,,drugs,non-white,,2780.0,86.0
63,prison,,drugs,non-white,,2780.0,87.0
64,prison,,drugs,non-white,,2780.0,88.0
65,prison,,drugs,non-white,,2780.0,89.0
66,prison,,drugs,non-white,,2780.0,90.0
67,prison,,drugs,non-white,,2780.0,91.0
68,prison,,drugs,non-white,,2780.0,92.0
69,prison,,drugs,non-white,,2780.0,93.0
70,prison,,drugs,non-white,,2780.0,94.0
71,prison,,drugs,non-white,,2780.0,95.0
0,prison,,residential burglary,white,,392.0,96.0
1,prison,,residential burglary,white,,392.0,97.0
2,prison,,residential burglary,white,,392.0,98.0
3,prison,,residential burglary,white,,392.0,99.0
4,prison,,residential burglary,white,,392.0,100.0
5,prison,,residential burglary,white,,392.0,101.0
6,prison,,residential burglary,white,,392.0,102.0
7,prison,,residential burglary,white,,392.0,103.0
8,prison,,residential burglary,white,,392.0,104.0
9,prison,,residential burglary,white,,392.0,105.0
10,prison,,residential burglary,white,,392.0,106.0
11,prison,,residential burglary,white,,392.0,107.0
12,prison,,residential burglary,non-white,,474.0,96.0
13,prison,,residential burglary,non-white,,474.0,97.0
14,prison,,residential burglary,non-white,,474.0,98.0
15,prison,,residential burglary,non-white,,474.0,99.0
16,prison,,residential burglary,non-white,,474.0,100.0
17,prison,,residential burglary,non-white,,474.0,101.0
18,prison,,residential burglary,non-white,,474.0,102.0
19,prison,,residential burglary,non-white,,474.0,103.0
20,prison,,residential burglary,non-white,,474.0,104.0
21,prison,,residential burglary,non-white,,474.0,105.0
22,prison,,residential burglary,non-white,,474.0,106.0
23,prison,,residential burglary,non-white,,474.0,107.0
24,prison,,second offense,white,,1682.0,96.0
25,prison,,second offense,white,,1682.0,97.0
26,prison,,second offense,white,,1682.0,98.0
27,prison,,second offense,white,,1682.0,99.0
28,prison,,second offense,white,,1682.0,100.0
29,prison,,second offense,white,,1682.0,101.0
30,prison,,second offense,white,,1682.0,102.0
31,prison,,second offense,white,,1682.0,103.0
32,prison,,second offense,white,,1682.0,104.0
33,prison,,second offense,white,,1682.0,105.0
34,prison,,second offense,white,,1682.0,106.0
35,prison,,second offense,white,,1682.0,107.0
36,prison,,second offense,non-white,,3366.0,96.0
37,prison,,second offense,non-white,,3366.0,97.0
38,prison,,second offense,non-white,,3366.0,98.0
39,prison,,second offense,non-white,,3366.0,99.0
40,prison,,second offense,non-white,,3366.0,100.0
41,prison,,second offense,non-white,,3366.0,101.0
42,prison,,second offense,non-white,,3366.0,102.0
43,prison,,second offense,non-white,,3366.0,103.0
44,prison,,second offense,non-white,,3366.0,104.0
45,prison,,second offense,non-white,,3366.0,105.0
46,prison,,second offense,non-white,,3366.0,106.0
47,prison,,second offense,non-white,,3366.0,107.0
48,prison,,drugs,white,,2007.0,96.0
49,prison,,drugs,white,,2007.0,97.0
50,prison,,drugs,white,,2007.0,98.0
51,prison,,drugs,white,,2007.0,99.0
52,prison,,drugs,white,,2007.0,100.0
53,prison,,drugs,white,,2007.0,101.0
54,prison,,drugs,white,,2007.0,102.0
55,prison,,drugs,white,,2007.0,103.0
56,prison,,drugs,white,,2007.0,104.0
57,prison,,drugs,white,,2007.0,105.0
58,prison,,drugs,white,,2007.0,106.0
59,prison,,drugs,white,,2007.0,107.0
60,prison,,drugs,non-white,,2324.0,96.0
61,prison,,drugs,non-white,,2324.0,97.0
62,prison,,drugs,non-white,,2324.0,98.0
63,prison,,drugs,non-white,,2324.0,99.0
64,prison,,drugs,non-white,,2324.0,100.0
65,prison,,drugs,non-white,,2324.0,101.0
66,prison,,drugs,non-white,,2324.0,102.0
67,prison,,drugs,non-white,,2324.0,103.0
68,prison,,drugs,non-white,,2324.0,104.0
69,prison,,drugs,non-white,,2324.0,105.0
70,prison,,drugs,non-white,,2324.0,106.0
71,prison,,drugs,non-white,,2324.0,107.0
