county_fips,geoid
49031,0500000US49031
49033,0500000US49033
49035,0500000US49035
49037,0500000US49037
49039,0500000US49039
49041,0500000US49041
49043,0500000US49043
49045,0500000US49045
49047,0500000US49047
49049,0500000US49049
49051,0500000US49051
49053,0500000US49053
49055,0500000US49055
49057,0500000US49057
50001,0500000US50001
50003,0500000US50003
50005,0500000US50005
50007,0500000US50007
50009,0500000US50009
50011,0500000US50011
50013,0500000US50013
50015,0500000US50015
50017,0500000US50017
50019,0500000US50019
50021,0500000US50021
50023,0500000US50023
50025,0500000US50025
50027,0500000US50027
51001,0500000US51001
51003,0500000US51003
51005,0500000US51005
51007,0500000US51007
51009,0500000US51009
51011,0500000US51011
51013,0500000US51013
51015,0500000US51015
51017,0500000US51017
51019,0500000US51019
51021,0500000US51021
51023,0500000US51023
51025,0500000US51025
51027,0500000US51027
51029,0500000US51029
51031,0500000US51031
51033,0500000US51033
51035,0500000US51035
51036,0500000US51036
51037,0500000US51037
51041,0500000US51041
51043,0500000US51043
51045,0500000US51045
51047,0500000US51047
51049,0500000US51049
51051,0500000US51051
51053,0500000US51053
51057,0500000US51057
51059,0500000US51059
51061,0500000US51061
51063,0500000US51063
51065,0500000US51065
51067,0500000US51067
51069,0500000US51069
51071,0500000US51071
51073,0500000US51073
51075,0500000US51075
51077,0500000US51077
51079,0500000US51079
51081,0500000US51081
51083,0500000US51083
51085,0500000US51085
51087,0500000US51087
51089,0500000US51089
51091,0500000US51091
51093,0500000US51093
51095,0500000US51095
51097,0500000US51097
51099,0500000US51099
51101,0500000US51101
51103,0500000US51103
51105,0500000US51105
51107,0500000US51107
51109,0500000US51109
51111,0500000US51111
51113,0500000US51113
51115,0500000US51115
51117,0500000US51117
51119,0500000US51119
51121,0500000US51121
51125,0500000US51125
51127,0500000US51127
51131,0500000US51131
51133,0500000US51133
51135,0500000US51135
51137,0500000US51137
51139,0500000US51139
51141,0500000US51141
51143,0500000US51143
51145,0500000US51145
51147,0500000US51147
51149,0500000US51149
51153,0500000US51153
51155,0500000US51155
51157,0500000US51157
51159,0500000US51159
51161,0500000US51161
51163,0500000US51163
51165,0500000US51165
51167,0500000US51167
51169,0500000US51169
51171,0500000US51171
51173,0500000US51173
51175,0500000US51175
51177,0500000US51177
51179,0500000US51179
51181,0500000US51181
51183,0500000US51183
51185,0500000US51185
51187,0500000US51187
51191,0500000US51191
51193,0500000US51193
51195,0500000US51195
51197,0500000US51197
51199,0500000US51199
51510,0500000US51510
51520,0500000US51520
51530,0500000US51530
51540,0500000US51540
51550,0500000US51550
51570,0500000US51570
51580,0500000US51580
51590,0500000US51590
51595,0500000US51595
51600,0500000US51600
51610,0500000US51610
51620,0500000US51620
51630,0500000US51630
51640,0500000US51640
51650,0500000US51650
51660,0500000US51660
51670,0500000US51670
51678,0500000US51678
51680,0500000US51680
51683,0500000US51683
51685,0500000US51685
51690,0500000US51690
51700,0500000US51700
51710,0500000US51710
51720,0500000US51720
51730,0500000US51730
51735,0500000US51735
51740,0500000US51740
51750,0500000US51750
51760,0500000US51760
51770,0500000US51770
51775,0500000US51775
51790,0500000US51790
51800,0500000US51800
51810,0500000US51810
51820,0500000US51820
51830,0500000US51830
51840,0500000US51840
53001,0500000US53001
53003,0500000US53003
53005,0500000US53005
53007,0500000US53007
53009,0500000US53009
53011,0500000US53011
53013,0500000US53013
53015,0500000US53015
53017,0500000US53017
53019,0500000US53019
53021,0500000US53021
53023,0500000US53023
53025,0500000US53025
53027,0500000US53027
53029,0500000US53029
53031,0500000US53031
53033,0500000US53033
53035,0500000US53035
53037,0500000US53037
53039,0500000US53039
53041,0500000US53041
53043,0500000US53043
53045,0500000US53045
53047,0500000US53047
53049,0500000US53049
53051,0500000US53051
53053,0500000US53053
53055,0500000US53055
53057,0500000US53057
53059,0500000US53059
53061,0500000US53061
53063,0500000US53063
53065,0500000US53065
53067,0500000US53067
53069,0500000US53069
53071,0500000US53071
53073,0500000US53073
53075,0500000US53075
53077,0500000US53077
54001,0500000US54001
54003,0500000US54003
54005,0500000US54005
54007,0500000US54007
54009,0500000US54009
54011,0500000US54011
54013,0500000US54013
54015,0500000US54015
54017,0500000US54017
54019,0500000US54019
54021,0500000US54021
54023,0500000US54023
54025,0500000US54025
54027,0500000US54027
54029,0500000US54029
54031,0500000US54031
54033,0500000US54033
54035,0500000US54035
54037,0500000US54037
54039,0500000US54039
54041,0500000US54041
54043,0500000US54043
54045,0500000US54045
54047,0500000US54047
54049,0500000US54049
54051,0500000US54051
54053,0500000US54053
54055,0500000US54055
54057,0500000US54057
54059,0500000US54059
54061,0500000US54061
54063,0500000US54063
54065,0500000US54065
54067,0500000US54067
54069,0500000US54069
54071,0500000US54071
54073,0500000US54073
54075,0500000US54075
54077,0500000US54077
54079,0500000US54079
54081,0500000US54081
54083,0500000US54083
54085,0500000US54085
54087,0500000US54087
54089,0500000US54089
54091,0500000US54091
54093,0500000US54093
54095,0500000US54095
54097,0500000US54097
54099,0500000US54099
54101,0500000US54101
54103,0500000US54103
54105,0500000US54105
54107,0500000US54107
54109,0500000US54109
55001,0500000US55001
55003,0500000US55003
55005,0500000US55005
55007,0500000US55007
55009,0500000US55009
55011,0500000US55011
55013,0500000US55013
55015,0500000US55015
55017,0500000US55017
55019,0500000US55019
55021,0500000US55021
55023,0500000US55023
55025,0500000US55025
55027,0500000US55027
55029,0500000US55029
55031,0500000US55031
55033,0500000US55033
55035,0500000US55035
55037,0500000US55037
55039,0500000US55039
55041,0500000US55041
55043,0500000US55043
55045,0500000US55045
55047,0500000US55047
55049,0500000US55049
55051,0500000US55051
55053,0500000US55053
55055,0500000US55055
55057,0500000US55057
55059,0500000US55059
55061,0500000US55061
55063,0500000US55063
55065,0500000US55065
55067,0500000US55067
55069,0500000US55069
55071,0500000US55071
55073,0500000US55073
55075,0500000US55075
55077,0500000US55077
55078,0500000US55078
55079,0500000US55079
55081,0500000US55081
55083,0500000US55083
55085,0500000US55085
55087,0500000US55087
55089,0500000US55089
55091,0500000US55091
55093,0500000US55093
55095,0500000US55095
55097,0500000US55097
55099,0500000US55099
55101,0500000US55101
55103,0500000US55103
55105,0500000US55105
55107,0500000US55107
55109,0500000US55109
55111,0500000US55111
55113,0500000US55113
55115,0500000US55115
55117,0500000US55117
55119,0500000US55119
55121,0500000US55121
55123,0500000US55123
55125,0500000US55125
55127,0500000US55127
55129,0500000US55129
55131,0500000US55131
55133,0500000US55133
55135,0500000US55135
55137,0500000US55137
55139,0500000US55139
55141,0500000US55141
56001,0500000US56001
56003,0500000US56003
56005,0500000US56005
56007,0500000US56007
56009,0500000US56009
56011,0500000US56011
56013,0500000US56013
56015,0500000US56015
56017,0500000US56017
56019,0500000US56019
56021,0500000US56021
56023,0500000US56023
56025,0500000US56025
56027,0500000US56027
56029,0500000US56029
56031,0500000US56031
56033,0500000US56033
56035,0500000US56035
56037,0500000US56037
56039,0500000US56039
56041,0500000US56041
56043,0500000US56043
56045,0500000US56045
60010,0500000US60010
60020,0500000US60020
60030,0500000US60030
60040,0500000US60040
60050,0500000US60050
66010,0500000US66010
69085,0500000US69085
69100,0500000US69100
69110,0500000US69110
69120,0500000US69120
72001,0500000US72001
72003,0500000US72003
72005,0500000US72005
72007,0500000US72007
72009,0500000US72009
72011,0500000US72011
72013,0500000US72013
72015,0500000US72015
72017,0500000US72017
72019,0500000US72019
72021,0500000US72021
72023,0500000US72023
72025,0500000US72025
72027,0500000US72027
72029,0500000US72029
72031,0500000US72031
72033,0500000US72033
72035,0500000US72035
72037,0500000US72037
72039,0500000US72039
72041,0500000US72041
72043,0500000US72043
72045,0500000US72045
72047,0500000US72047
72049,0500000US72049
72051,0500000US72051
72053,0500000US72053
72054,0500000US72054
72055,0500000US72055
72057,0500000US72057
72059,0500000US72059
72061,0500000US72061
72063,0500000US72063
72065,0500000US72065
72067,0500000US72067
72069,0500000US72069
72071,0500000US72071
72073,0500000US72073
72075,0500000US72075
72077,0500000US72077
72079,0500000US72079
72081,0500000US72081
72083,0500000US72083
72085,0500000US72085
72087,0500000US72087
72089,0500000US72089
72091,0500000US72091
72093,0500000US72093
72095,0500000US72095
72097,0500000US72097
72099,0500000US72099
72101,0500000US72101
72103,0500000US72103
72105,0500000US72105
72107,0500000US72107
72109,0500000US72109
72111,0500000US72111
72113,0500000US72113
72115,0500000US72115
72117,0500000US72117
72119,0500000US72119
72121,0500000US72121
72123,0500000US72123
72125,0500000US72125
72127,0500000US72127
72129,0500000US72129
72131,0500000US72131
72133,0500000US72133
72135,0500000US72135
72137,0500000US72137
72139,0500000US72139
72141,0500000US72141
72143,0500000US72143
72145,0500000US72145
72147,0500000US72147
72149,0500000US72149
72151,0500000US72151
72153,0500000US72153
78010,0500000US78010
78020,0500000US78020
78030,0500000US78030
